ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,96,1,2024-11-04,Alabama,,New Orleans,REG (Non-Conf),W 115-53,,13,3,3,1.000,0,0,3,3,1.000,1.000,1,5,.200,7,2,9,1,2,1,2,1,7,11.0,Christabel Ezumah,https://www.sports-reference.com/cbb/players/christabel-ezumah-1.html,alabama,2024-25
2,97,2,2024-11-07,Alabama,@,Alabama A&M,REG (Non-Conf),W 84-59,,10,2,2,1.000,0,0,2,2,1.000,1.000,1,4,.250,3,1,4,0,0,1,0,2,5,5.5,Christabel Ezumah,https://www.sports-reference.com/cbb/players/christabel-ezumah-1.html,alabama,2024-25
3,98,3,2024-11-10,Alabama,,Troy,REG (Non-Conf),W 94-71,,12,1,3,.333,0,0,1,3,.333,.333,3,6,.500,4,3,7,1,0,1,1,1,5,5.8,Christabel Ezumah,https://www.sports-reference.com/cbb/players/christabel-ezumah-1.html,alabama,2024-25
4,99,4,2024-11-13,Alabama,,Norfolk State,REG (Non-Conf),W 68-58,,8,1,3,.333,0,0,1,3,.333,.333,0,0,,2,3,5,0,0,2,0,1,2,3.6,Christabel Ezumah,https://www.sports-reference.com/cbb/players/christabel-ezumah-1.html,alabama,2024-25
5,100,5,2024-11-14,Alabama,,Alcorn State,REG (Non-Conf),W 88-59,,12,0,1,.000,0,0,0,1,.000,.000,0,2,.000,6,3,9,1,0,1,2,2,0,2.2,Christabel Ezumah,https://www.sports-reference.com/cbb/players/christabel-ezumah-1.html,alabama,2024-25
6,101,6,2024-11-17,Alabama,@,Louisiana–Monroe,REG (Non-Conf),W 75-52,,10,1,2,.500,0,0,1,2,.500,.500,1,2,.500,2,2,4,0,1,0,2,2,3,1.8,Christabel Ezumah,https://www.sports-reference.com/cbb/players/christabel-ezumah-1.html,alabama,2024-25
7,102,7,2024-11-25,Alabama,N,Alabama State,REG (Non-Conf),W 83-33,,9,0,0,,0,0,0,0,,,4,8,.500,2,0,2,0,1,0,4,3,4,-0.4,Christabel Ezumah,https://www.sports-reference.com/cbb/players/christabel-ezumah-1.html,alabama,2024-25
8,103,8,2024-11-26,Alabama,N,Clemson,REG (Non-Conf),W 73-39,,7,1,1,1.000,0,0,1,1,1.000,1.000,0,0,,0,0,0,0,0,2,1,2,2,1.3,Christabel Ezumah,https://www.sports-reference.com/cbb/players/christabel-ezumah-1.html,alabama,2024-25
9,104,9,2024-12-02,Alabama,,Georgia State,REG (Non-Conf),W 98-49,,15,2,5,.400,0,0,2,5,.400,.400,4,4,1.000,1,4,5,0,1,0,1,1,8,6.8,Christabel Ezumah,https://www.sports-reference.com/cbb/players/christabel-ezumah-1.html,alabama,2024-25
10,105,10,2024-12-05,Alabama,@,California,REG (Non-Conf),L 65-69,,5,0,0,,0,0,0,0,,,1,4,.250,0,0,0,0,0,0,0,0,1,-0.2,Christabel Ezumah,https://www.sports-reference.com/cbb/players/christabel-ezumah-1.html,alabama,2024-25
11,106,11,2024-12-15,Alabama,,Murray State,REG (Non-Conf),W 90-63,,7,1,1,1.000,0,0,1,1,1.000,1.000,1,1,1.000,0,1,1,0,0,2,1,0,3,3.4,Christabel Ezumah,https://www.sports-reference.com/cbb/players/christabel-ezumah-1.html,alabama,2024-25
12,107,12,2024-12-20,Alabama,N,Michigan State,REG (Non-Conf),W 82-67,,1,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,1,1,0,-1.4,Christabel Ezumah,https://www.sports-reference.com/cbb/players/christabel-ezumah-1.html,alabama,2024-25
13,108,13,2024-12-21,Alabama,N,Richmond,REG (Non-Conf),W 75-68,,10,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,3,0,-1.2,Christabel Ezumah,https://www.sports-reference.com/cbb/players/christabel-ezumah-1.html,alabama,2024-25
14,109,14,2024-12-29,Alabama,,Jacksonville,REG (Non-Conf),W 93-46,,11,0,3,.000,0,0,0,3,.000,.000,0,0,,1,2,3,0,0,0,1,1,0,-2.2,Christabel Ezumah,https://www.sports-reference.com/cbb/players/christabel-ezumah-1.html,alabama,2024-25
15,110,16,2025-01-05,Alabama,,Missouri,REG (Conf),W 68-49,,11,2,2,1.000,0,0,2,2,1.000,1.000,2,2,1.000,4,2,6,0,1,0,1,0,6,8.8,Christabel Ezumah,https://www.sports-reference.com/cbb/players/christabel-ezumah-1.html,alabama,2024-25
16,111,17,2025-01-09,Alabama,@,Texas,REG (Conf),L 40-84,,15,2,3,.667,0,0,2,3,.667,.667,0,0,,2,3,5,0,0,1,1,4,4,3.1,Christabel Ezumah,https://www.sports-reference.com/cbb/players/christabel-ezumah-1.html,alabama,2024-25
17,112,18,2025-01-12,Alabama,@,Ole Miss,REG (Conf),W 84-78,,2,0,0,,0,0,0,0,,,0,0,,0,0,0,1,0,0,2,1,0,-1.7,Christabel Ezumah,https://www.sports-reference.com/cbb/players/christabel-ezumah-1.html,alabama,2024-25
18,113,19,2025-01-16,Alabama,,South Carolina,REG (Conf),L 58-76,,8,0,0,,0,0,0,0,,,0,2,.000,3,2,5,0,1,0,0,0,0,2.9,Christabel Ezumah,https://www.sports-reference.com/cbb/players/christabel-ezumah-1.html,alabama,2024-25
19,114,20,2025-01-19,Alabama,@,Arkansas,REG (Conf),W 94-62,,8,0,4,.000,0,0,0,4,.000,.000,1,2,.500,3,3,6,0,1,0,0,0,1,1.8,Christabel Ezumah,https://www.sports-reference.com/cbb/players/christabel-ezumah-1.html,alabama,2024-25
20,115,21,2025-01-26,Alabama,,Vanderbilt,REG (Conf),L 64-66,,8,2,2,1.000,0,0,2,2,1.000,1.000,2,2,1.000,1,1,2,0,0,0,1,0,6,5.4,Christabel Ezumah,https://www.sports-reference.com/cbb/players/christabel-ezumah-1.html,alabama,2024-25
21,116,22,2025-01-30,Alabama,@,Kentucky,REG (Conf),L 56-65,,4,0,1,.000,0,0,0,1,.000,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7,Christabel Ezumah,https://www.sports-reference.com/cbb/players/christabel-ezumah-1.html,alabama,2024-25
22,117,23,2025-02-02,Alabama,,Georgia,REG (Conf),W 72-57,,3,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,1,0,2,0,-0.1,Christabel Ezumah,https://www.sports-reference.com/cbb/players/christabel-ezumah-1.html,alabama,2024-25
23,118,24,2025-02-06,Alabama,@,Florida,REG (Conf),W 84-66,,9,1,2,.500,0,0,1,2,.500,.500,0,0,,1,1,2,0,0,0,0,2,2,1.2,Christabel Ezumah,https://www.sports-reference.com/cbb/players/christabel-ezumah-1.html,alabama,2024-25
24,119,26,2025-02-17,Alabama,,Texas A&M,REG (Conf),W 88-49,,13,1,2,.500,0,0,1,2,.500,.500,1,1,1.000,2,0,2,0,1,0,1,3,3,2.2,Christabel Ezumah,https://www.sports-reference.com/cbb/players/christabel-ezumah-1.html,alabama,2024-25
25,120,27,2025-02-20,Alabama,@,Tennessee,REG (Conf),L 80-88,,4,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,1,1,0,-1.4,Christabel Ezumah,https://www.sports-reference.com/cbb/players/christabel-ezumah-1.html,alabama,2024-25
26,121,28,2025-02-23,Alabama,,Auburn,REG (Conf),W 66-50,,17,1,2,.500,0,0,1,2,.500,.500,0,0,,4,4,8,0,1,1,1,1,2,5.3,Christabel Ezumah,https://www.sports-reference.com/cbb/players/christabel-ezumah-1.html,alabama,2024-25
27,122,29,2025-02-27,Alabama,,Louisiana State,REG (Conf),W 88-85 (OT),,4,0,0,,0,0,0,0,,,0,0,,1,1,2,0,0,1,0,0,0,1.7,Christabel Ezumah,https://www.sports-reference.com/cbb/players/christabel-ezumah-1.html,alabama,2024-25
28,123,30,2025-03-02,Alabama,@,Oklahoma,REG (Conf),L 84-91,,13,0,1,.000,0,0,0,1,.000,.000,0,0,,2,1,3,0,0,0,0,3,0,-0.2,Christabel Ezumah,https://www.sports-reference.com/cbb/players/christabel-ezumah-1.html,alabama,2024-25
29,124,31,2025-03-06,Alabama,N,Florida,CTOURN,L 61-63,,11,0,1,.000,0,0,0,1,.000,.000,0,0,,2,0,2,0,0,1,2,1,0,-1.0,Christabel Ezumah,https://www.sports-reference.com/cbb/players/christabel-ezumah-1.html,alabama,2024-25
30,125,32,2025-03-22,Alabama,N,Green Bay,ROUND-64,W 81-67,,22,2,3,.667,0,0,2,3,.667,.667,2,2,1.000,5,5,10,0,1,1,1,2,6,9.6,Christabel Ezumah,https://www.sports-reference.com/cbb/players/christabel-ezumah-1.html,alabama,2024-25
31,126,33,2025-03-24,Alabama,@,Maryland,ROUND-32,L 108-111 (2OT),,18,3,5,.600,0,0,3,5,.600,.600,2,3,.667,3,0,3,0,1,0,0,2,8,7.6,Christabel Ezumah,https://www.sports-reference.com/cbb/players/christabel-ezumah-1.html,alabama,2024-25
