CLASS,RK,NAME,STARS,COLLEGE,POS,HT,SCHOOL
2016,1,Lauren Cox,5,Baylor,F,6-4,Flower Mound H.S. (TX)
2016,2,Joyner Holmes,5,Texas,F,6-3,Cedar Hill H.S. (TX)
2016,3,Crystal Dangerfield,5,Connecticut,PG,5-6,Blackman H.S. (TN)
2016,4,Sabrina Ionescu,5,Oregon,G,5-10,Miramonte H.S. (CA)
2016,5,Erin Boley,5,Notre Dame,F,6-2,Elizabethtown H.S. (KY)
2016,6,Alecia Sutton,5,Texas,PG,5-8,Parkway North H.S. (MO)
2016,7,Destiny Slocum,5,Maryland,PG,5-7,Mountain View H.S. (ID)
2016,8,Natalie Chou,5,Baylor,G,6-1,Plano West H.S. (TX)
2016,9,Leaonna Odom,5,Duke,W,6-1,Chaminade College Prep (CA)
2016,10,Tori McCoy,5,Ohio State,F,6-4,H.S. of Saint Thomas More (IL)
2016,11,Jackie Young,5,Notre Dame,G,5-11,Princeton Community H.S. (IN)
2016,12,Amber Ramirez,5,TCU,PG,5-8,Karen Wagner H.S. (TX)
2016,13,Ciera Johnson,5,Louisville,P,6-4,Duncanville H.S. (TX)
2016,14,Sierra Campisano,5,Oregon,F,6-3,Torrey Pines H.S. (CA)
2016,15,Valerie Higgins,5,USC,W,6-1,Chaminade College Prep (CA)
2016,16,Jenna Staiti,5,Maryland,P,6-5,West Forsyth H.S. (GA)
2016,17,Kylee Shook,5,Louisville,P,6-4,Mesa Ridge H.S. (CO)
2016,18,Calveion Landrum,5,Baylor,PG,5-10,La Vega H.S. (TX)
2016,19,Nancy Mulkey,5,Oklahoma,P,6-9,Cypress Woods H.S. (TX)
2016,20,Ae'Rianna Harris,5,Purdue,F,6-1,Lawrence North H.S. (IN)
2016,21,Nicole Ekhomu,5,Florida State,G,5-9,Joliet Catholic Academy (IL)
2016,22,Kaila Charles,5,Maryland,W,5-11,Riverdale Baptist H.S. (MD)
2016,23,A'Tyanna Gaulden,5,Florida State,PG,5-7,Sumter County Comp H.S. (GA)
2016,24,Kiara Lewis,5,Ohio State,PG,5-8,Whitney Young H.S. (IL)
2016,25,Jasmine Walker,5,Florida State,P,6-3,Jefferson Davis H.S. (AL)
2016,26,Mikayla Pivec,5,Oregon State,PG,5-9,Lynnwood H.S. (WA)
2016,27,Nadia Fingall,5,Stanford,F,6-3,Choctawhatchee H.S. (FL)
2016,28,Tyasha Harris,5,South Carolina,PG,5-10,Heritage Christian School (IN)
2016,29,Blair Watson,5,Maryland,W,6-0,Nutley H.S. (NJ)
2016,30,Aaliyah Wilson,5,Arkansas,G,5-9,Muskogee H.S. (OK)
2016,31,Jensen Caretti,5,Ohio State,G,6-1,River H.S. (OH)
2016,32,Dorottya Nagy,5,South Florida,W,6-1,PTE Deak Ferenc Gimnaziuma (EUR)
2016,33,Araion Bradshaw,5,South Carolina,PG,5-6,Tabor Academy (MA)
2016,34,DiJonai Carrington,5,Stanford,G,6-0,Horizon H.S. (CA)
2016,35,Lindsey Corsaro,5,UCLA,G,6-0,Roncalli H.S. (IN)
2016,36,Chanelle Molina,5,Washington State,PG,5-6,Konawaena H.S. (HI)
2016,37,Mardrieka Cook,5,Michigan State,W,6-0,Muskegon Heights H.S. (MI)
2016,38,Aislinn Konig,5,North Carolina State,G,5-9,Brookswood Secondary (CAN)
2016,39,Jamie Ruden,5,Arizona State,P,6-1,John Marshall H.S. (MN)
2016,40,Ruthy Hebard,5,Oregon,F,6-4,West Valley H.S. (AK)
2016,41,Jeannie Boehm,5,Harvard,F,6-3,New Trier H.S. (IL)
2016,42,Anna Wilson,5,Stanford,PG,5-7,Bellevue H.S. (WA)
2016,43,Jazmine Jones,5,Louisville,G,5-10,Florida A&M Developmental Research Schoo (FL)
2016,44,Taylor Koenen,5,North Carolina,G,6-1,Shakopee H.S. (MN)
2016,45,Chassity Carter,5,Vanderbilt,W,5-11,Dickson County H.S. (TN)
2016,46,Erin Whalen,5,Vanderbilt,W,6-1,Providence Day School (NC)
2016,47,Reili Richardson,5,Arizona State,PG,5-9,Brea Olinda H.S. (CA)
2016,48,Jocelyn Willoughby,5,Virginia,W,6-0,Newark Academy (NJ)
2016,49,Dominique Toussaint,5,Virginia,G,5-10,Christ the King H.S. (NY)
2016,50,Kelly Jekot,5,Villanova,W,6-0,Cumberland Valley H.S. (PA)
2016,51,Desiree Elmore,5,Syracuse,G,5-9,Capital Prep (CT)
2016,52,Kysre Gondrezick,5,Michigan,PG,5-9,Benton Harbor H.S. (MI)
2016,53,Stephanie Jones,4,Maryland,F,6-2,Aberdeen H.S. (MD)
2016,54,Jenna Giacone,4,Dayton,G,5-11,Bethlehem Central H.S. (NY)
2016,55,Aarion McDonald,4,Washington,PG,5-7,Brookside Christian H.S. (CA)
2016,56,Sydney Zambrotta,4,Louisville,PG,5-9,Christ the King H.S. (NY)
2016,57,Nausia Woolfolk,4,Florida State,PG,5-9,Peach County H.S. (GA)
2016,58,Allyson Rosenblum,4,UCLA,P,6-3,Mater Dei H.S. (CA)
2016,59,Eternati Willock,4,Kansas State,F,6-2,Pope John Paul II Catholic School (CAN)
2016,60,Jaelyn Brown,4,California,W,6-1,Vista Murrieta H.S. (CA)
2016,61,Chelsea Dungee,4,Oklahoma,G,5-11,Sapulpa H.S. (OK)
2016,62,ArLeighshya McElroy,4,Texas A&M,PG,5-8,Richardson H.S. (TX)
2016,63,Jayla Scaife,4,Dayton,W,5-11,Muncie Central H.S. (IN)
2016,64,Robbi Ryan,4,Arizona State,PG,5-8,Sheridan H.S. (WY)
2016,65,Shayla Bennett,4,North Carolina,G,5-9,Christ Church Episcopal High (SC)
2016,66,Abi Scheid,4,Northwestern,P,6-2,Elk River H.S. (MN)
2016,67,Genesis Parker,4,Virginia Tech,PG,5-7,Bishop O'Connell H.S. (VA)
2016,68,Ja'Tavia Tapley,4,USC,W,6-2,University Christian H.S. (FL)
2016,69,Taryn McCutcheon,4,Michigan State,PG,5-3,East Lansing H.S. (MI)
2016,70,Kennedy Redding,4,BYU,P,6-4,Bountiful H.S. (UT)
2016,71,Nia Hollie,4,Michigan State,W,5-10,Hopkins H.S. (MN)
2016,72,Mikiah Harrigan,4,South Carolina,F,6-2,Flanagan H.S. (FL)
2016,73,Abby Laszewski,4,Wisconsin,F,6-3,Avon H.S. (CT)
2016,74,Abbie Wolf,4,Northwestern,P,6-3,Greenwich H.S. (CT)
2016,75,Jordan Lewis,4,Alabama,PG,5-7,Lake Highland Prep (FL)
2016,76,Brittany Brewer,4,Texas Tech,P,6-4,Wylie H.S. (TX)
2016,77,Ali Andrews,4,Illinois,F,6-2,Huntley H.S. (IL)
2016,78,Mi'Cole Cayton,4,California,G,5-9,Saint Mary's H.S. (CA)
2016,79,Makenzie Meyer,4,Iowa,PG,5-9,Mason City H.S. (IA)
2016,80,Rodrea Echols,4,Oklahoma State,G,5-9,Overton H.S. (TN)
2016,81,Kornelia Wright,4,UCF,PG,5-7,Jones H.S. (FL)
2016,82,Tyra Johnson,4,Auburn,PG,5-8,Austin H.S. (AL)
2016,83,Isabella Alarie,4,Princeton,P,6-3,National Cathedral School (MD)
2016,84,Breanna Glover,4,Ole Miss,W,5-10,Glasgow H.S. (KY)
2016,85,Natasha Mack,4,Houston,P,6-3,Lufkin H.S. (TX)
2016,86,Anie-Pier Samson,4,Duquesne,W,6-0,Dawson School (CAN)
2016,87,Amanda Ollinger,4,Iowa,F,6-1,Linn-Mar H.S. (IA)
2016,88,Kobi Thornton,4,Clemson,F,6-2,Randolph-Clay H.S. (GA)
2016,89,Madison Washington,4,Oregon State,W,6-1,Bishop Gorman H.S. (NV)
2016,90,Kaitlyn Rodgers,4,Ole Miss,F,6-2,Wenonah H.S. (AL)
2016,91,Kayla Robbins,4,Michigan,W,6-1,Saint Johns College H.S. (MD)
2016,92,Morgan Yaeger,4,Oregon,PG,5-9,St. John's (AUS)
2016,93,Katharine Tudor,4,Oregon State,G,6-0,Saint Mary's H.S. (CA)
2016,94,Kiana Rudd,4,North Carolina State,G,5-9,Forest Trail Academy (NC)
2016,95,Enna Pehadzic,4,South Florida,PG,5-9,Aabyhoj H.S. (EUR)
2016,96,Felicia Aiyeotan,4,Virginia,P,6-9,Blair Academy (NJ)
2016,97,Kathleen Doyle,4,Iowa,PG,5-8,Benet Academy (IL)
2016,98,Mallory McGwire,4,Oregon,P,6-4,Reno H.S. (NV)
2016,99,Erika Cassell,4,North Carolina State,F,6-2,Holy Innocents' Episcopal School (GA)
2016,100,Arella Guirantes,4,Texas Tech,W,5-11,IMG Academy (FL)
2017,1,Megan Walker,5,Connecticut,W,6-1,Monacan H.S. (VA)
2017,2,Evina Westbrook,5,Tennessee,G,6-0,South Salem H.S. (OR)
2017,3,Rellah Boothe,5,Texas,F,6-3,IMG Academy (FL)
2017,4,Chasity Patterson,5,Texas,PG,5-6,North Shore H.S. (TX)
2017,5,Sidney Cooks,5,Michigan State,F,6-4,Saint Joseph H.S. (WI)
2017,6,Chennedy Carter,5,Texas A&M,PG,5-7,Timberview H.S. (TX)
2017,7,Anastasia Hayes,5,Tennessee,PG,5-7,Riverdale H.S. (TN)
2017,8,Kiana Williams,5,Stanford,PG,5-7,Karen Wagner H.S. (TX)
2017,9,Dana Evans,5,Louisville,PG,5-6,West Side H.S. (IN)
2017,10,Michaela Onyenwere,5,UCLA,F,5-11,Grandview H.S. (CO)
2017,11,Maya Dodson,5,Stanford,W,6-3,St. Francis H.S. (GA)
2017,12,Rennia Davis,5,Tennessee,W,6-2,Ribault H.S. (FL)
2017,13,Mikayla Coombs,5,Connecticut,G,5-10,Wesleyan School (GA)
2017,14,Jade Williams,5,Duke,F,6-4,The Colony H.S. (TX)
2017,15,Chantel Horvat,5,UCLA,G,6-1,Centre of Excellence (AUS)
2017,16,Andra Espinoza-Hunter,5,Connecticut,G,5-10,Ossining Senior H.S. (NY)
2017,17,Kianna Smith,5,California,G,6-0,Troy H.S. (CA)
2017,18,Ayanna Clark,5,USC,P,6-1,Long Beach Polytechnic H.S. (CA)
2017,19,Deauzya Richards,5,Baylor,G,6-1,Cypress Ranch H.S. (TX)
2017,20,Alexis Morris,5,Baylor,PG,5-6,Legacy Christian Academy (TX)
2017,21,Mikayla Boykin,5,Duke,G,5-9,Clinton H.S. (NC)
2017,22,Digna Strautmane,5,Syracuse,F,6-2,Rigas 66 (EUR)
2017,23,Elisia Grissett,5,South Carolina,W,6-1,Hillside H.S. (NC)
2017,24,Lindsey Duvall,5,Louisville,PG,5-9,Bullitt East H.S. (KY)
2017,25,Loretta Kakala,5,Louisville,P,6-3,Manteca H.S. (CA)
2017,26,Taya Corosdale,5,Oregon State,F,6-3,Bothell H.S. (WA)
2017,27,Maeva Djaldi-Tabdi,5,Syracuse,F,6-2,
2017,28,Autumn Newby,5,Vanderbilt,F,6-2,Archer H.S. (GA)
2017,29,Lexi Gordon,5,Connecticut,W,5-11,L. D. Bell H.S. (TX)
2017,30,Danielle Patterson,5,Notre Dame,F,6-3,Mary Louis Academy (NY)
2017,31,Quanniecia Morrison,5,Georgia,G,5-8,McEachern H.S. (GA)
2017,32,Ana Llanusa,5,Oklahoma,G,6-0,Choctaw H.S. (OK)
2017,33,Destiny Littleton,5,Texas,G,5-9,The Bishops School (CA)
2017,34,Aisha Sheppard,5,Virginia Tech,G,5-10,St. John's College H.S. (DC)
2017,35,Julia Reisigerova,5,None,P,6-4,
2017,36,Satou Sabally,5,Oregon,W,6-4,
2017,37,Kayla Owens,5,UCLA,W,6-1,Langham Creek High (TX)
2017,38,Taylor Kissinger,5,Nebraska,G,6-0,Minden H.S. (NE)
2017,39,Janelle Bailey,5,North Carolina,P,6-3,Providence Day School (NC)
2017,40,Amaya Finklea-Guity,5,Syracuse,P,6-4,Noble & Greenough School (MA)
2017,41,Estella Moschkau,5,Stanford,W,6-2,Edgewood H.S. (WI)
2017,42,Madison Wise,5,Iowa State,W,6-1,Greenfield Central H.S. (IN)
2017,43,Bianca Jackson,5,South Carolina,W,5-11,Brewbaker Tech Magnet H.S. (AL)
2017,44,Kelsey Marshall,5,Miami,G,5-9,Miami Country Day School (FL)
2017,45,Vivian Gray,5,Fort Lewis,F,6-1,Argyle H.S. (TX)
2017,46,Gabrielle Connally,5,Georgia,PG,5-7,Brandeis H.S. (TX)
2017,47,Hailey Brown,5,Michigan,F,6-1,The RISE Centre Academy (CAN)
2017,48,LaDazhia Williams,5,South Carolina,F,6-2,Lakewood Ranch H.S. (FL)
2017,49,Louise Forsyth,5,Gonzaga,G,6-0,Brookswood Secondary (CAN)
2017,50,Myah Taylor,5,Miss St,G,5-6,Olive Branch H.S. (MS)
2017,51,Kierra Fletcher,5,Georgia Tech,G,5-9,Cousino H.S. (MI)
2017,52,Savannah Wilkinson,5,Florida State,G,5-11,Barking Abbey (EUR)
2017,53,Chelsey Gipson,4,Loyola Marymount,PG,5-7,Palisades H.S. (CA)
2017,54,Abby Meyers,4,Princeton,G,5-11,Walt Whitman H.S. (MD)
2017,55,Channise Lewis,4,Maryland,PG,5-8,Miami Country Day School (FL)
2017,56,Mikayla Vaughn,4,Notre Dame,F,6-3,Paul VI H.S. (VA)
2017,57,Kasiyahna Kushkituah,4,Tennessee,P,6-4,St. Francis H.S. (GA)
2017,58,Daijah Jefferson,4,Georgia Tech,F,6-2,Hopewell H.S. (VA)
2017,59,Rachel Ranke,4,Kansas State,W,6-1,Eastview H.S. (MN)
2017,60,Lindsey Pulliam,4,Northwestern,G,5-8,Our Lady of Good Counsel H.S. (MD)
2017,61,Karissa McLaughlin,4,Purdue,PG,5-7,Homestead H.S. (IN)
2017,62,Destiny Pitts,4,Minnesota,G,5-10,Detroit Country Day School (MI)
2017,63,Aleah Goodman,4,Oregon State,PG,5-9,La Salle H.S. (OR)
2017,64,Cara Ursin,4,Baylor,PG,5-7,Destrehan H.S. (LA)
2017,65,Samantha Breen,4,Penn State,F,6-2,North Catholic H.S. (PA)
2017,66,Taylor Mason,4,Miami,G,5-8,Norcross H.S. (GA)
2017,67,Malury Bates,4,Georgia,P,6-3,William Fleming H.S. (VA)
2017,68,Macee Williams,4,IUPUI,P,6-2,Fountain Central H.S.
2017,69,Mykea Gray,4,Miami,PG,5-6,National Christian Academy (MD)
2017,70,Khayla Pointer,4,LSU,PG,5-6,Holy Innocents' Episcopal School (GA)
2017,71,Jaelynn Penn,4,Indiana,W,5-10,Butler Traditional H.S. (KY)
2017,72,Chyna Nixon,4,Ole Miss,G,5-9,Neumann-Goretti H.S. (PA)
2017,73,Aubrey Knight,4,Colorado,G,6-1,Ventura H.S. (CA)
2017,74,Unique Thompson,4,Auburn,F,6-2,Faith Academy (AL)
2017,75,Ashley Jones,4,West Virginia,PG,5-6,Neumann-Goretti H.S. (PA)
2017,76,Maya Caldwell,4,Georgia,W,6-1,Davidson Day School (NC)
2017,77,Alba Prieto,4,South Florida,G,5-11,Galen Centro Educativo (EUR)
2017,78,Alex Luehring,4,Green Bay,F,6-2,Verona H.S. (WI)
2017,79,N'dea Jones,4,Texas A&M,F,6-3,Brookwood H.S. (GA)
2017,80,Kai Crutchfield,4,North Carolina State,G,5-8,Millbrook H.S. (NC)
2017,81,Madison Treece,4,Duke,P,6-4,Rock Bridge H.S. (MO)
2017,82,Katherine Cain,4,Nebraska,P,6-5,Pine Bush Senior H.S. (NY)
2017,83,Shalexxus Aaron,4,USC,W,6-1,Juanita H.S. (WA)
2017,84,Jada Wright,4,Rutgers,P,6-2,Rich East H.S. (IL)
2017,85,Keondra McKinney,4,Kentucky,W,6-1,Fulton H.S. (TN)
2017,86,Kayla Wells,4,Texas A&M,G,6-0,South Grand Prairie H.S. (TX)
2017,87,Desiree Oliver,4,Temple,PG,5-7,Penn Hills H.S. (PA)
2017,88,Jenn Wirth,4,Gonzaga,F,6-2,Seton Catholic H.S. (AZ)
2017,89,Eva Rubin,4,Arizona State,P,6-5,Homewood-Flossmoor H.S. (IL)
2017,90,Alaysia Styles,4,California,W,6-2,La Jolla Country Day School (CA)
2017,91,Jasmine Jones,4,Loyola Marymount,F,5-11,Long Beach Polytechnic H.S. (CA)
2017,92,Samantha Thomas,4,Arizona,W,6-0,Centennial H.S. (NV)
2017,93,Sylvia Serrat,4,South Florida,W,6-2,
2017,94,Dee Bekelja,4,DePaul,PG,5-8,Solon H.S. (OH)
2017,95,Jordan Hamilton,4,Northwestern,PG,5-7,Liberty H.S. (TX)
2017,96,Jill Townsend,4,Gonzaga,G,5-11,Okanogan H.S. (WA)
2017,97,Cymone Goodrich,4,Kansas State,G,5-9,South Shore H.S. (IL)
2017,98,Tori Williams,4,Utah,PG,5-8,Centennial H.S. (ID)
2017,99,Tesia Thompson,4,SE Missouri St,G,5-9,Hamilton H.S. (TN)
2017,100,Maria Paula Lopes Albiero,4,BYU,PG,5-8,Neuse Baptist Christian School (NC)
2018,1,Christyn Williams,5,Connecticut,G,5-11,Central Arkansas Christian School (AR)
2018,2,Charli Collier,5,Texas,F,6-5,Barbers Hill High (TX)
2018,3,Aquira DeCosta,5,Baylor,W,6-2,Saint Mary's H.S. (CA)
2018,4,Shakira Austin,5,Maryland,F,6-5,Riverdale Baptist H.S. (MD)
2018,5,Olivia Nelson-Ododa,5,Connecticut,P,6-4,Winder-Barrow H.S. (GA)
2018,6,Destanni Henderson,5,South Carolina,PG,5-8,Fort Myers H.S. (FL)
2018,7,Queen Egbo,5,Baylor,P,6-3,Travis H.S. (TX)
2018,8,Sedona Prince,5,Texas,P,6-7,Liberty Hill High (TX)
2018,9,Emily Engstler,5,Syracuse,W,6-2,St. Francis Prep (NY)
2018,10,Zarielle Green,5,Tennessee,G,6-0,Duncanville H.S. (TX)
2018,11,Kadiatou Sissoko,5,Syracuse,G,6-2,Ropazu (EUR)
2018,12,Catherine Reese,5,Arizona,F,6-2,Cypress Woods H.S. (TX)
2018,13,NaLyssa Smith,5,Baylor,F,6-2,East Central H.S. (TX)
2018,14,Lexie Hull,5,Stanford,G,6-1,Central Valley H.S. (WA)
2018,15,Elizabeth Balogun,5,Georgia Tech,W,6-0,Hamilton Heights Christian Academy (TN)
2018,16,Izabela Nicoletti,5,Florida State,G,5-10,Neuse Baptist Christian School (NC)
2018,17,Robyn Benton,5,Auburn,G,5-9,Greater Atlanta Christian School (GA)
2018,18,Jenna Brown,5,Stanford,PG,5-10,The Lovett School (GA)
2018,19,Elizabeth Dixon,5,Georgia Tech,F,6-3,Ridgeway H.S. (TN)
2018,20,Honesty Scott-Grayson,5,Baylor,PG,5-10,Riverdale Baptist H.S. (MD)
2018,21,Andrea Aquino,5,Oregon State,P,6-9,Ribet Academy (CA)
2018,22,Jordyn Cambridge,5,Vanderbilt,PG,5-8,The Ensworth School (TN)
2018,23,Zipporah Broughton,5,Rutgers,PG,5-7,Robert E. Lee H.S. (AL)
2018,24,Madison Williams,5,Oklahoma,W,5-10,Trinity Valley School (TX)
2018,25,Jazmine Massengill,5,Tennessee,PG,6-0,Hamilton Heights Christian Academy (TN)
2018,26,Ashley Joens,5,Iowa State,G,5-9,Iowa City H.S. (IA)
2018,27,Katlyn Gilbert,5,Notre Dame,PG,5-10,Heritage Christian School (IN)
2018,28,Christianna Carr,5,Kansas State,G,6-0,Manhattan H.S. (KS)
2018,29,Caitlin Bickle,5,Baylor,W,6-1,Cactus Shadows H.S. (AZ)
2018,30,Mykasa Robinson,5,Louisville,PG,5-7,Paul G. Blazer H.S. (KY)
2018,31,Ahlana Smith,5,UCLA,G,5-9,Mallard Creek H.S. (NC)
2018,32,Rhyne Howard,5,Kentucky,G,6-0,Bradley Central H.S. (TN)
2018,33,Taylor Mikesell,5,Maryland,PG,5-9,Jackson H.S. (OH)
2018,34,Olivia Owens,5,Maryland,P,6-4,Niskayuna H.S. (NY)
2018,35,McKenzie Forbes,5,California,W,6-0,Folsom H.S. (CA)
2018,36,Grace Berg,5,Missouri,W,6-0,Indianola H.S. (IA)
2018,37,Seygan Robins,5,Louisville,G,5-10,Mercer County H.S. (KY)
2018,38,Jordan Nixon,5,Notre Dame,PG,5-8,Mary Louis Academy (NY)
2018,39,Brooke Moore,5,Auburn,PG,5-7,Henry County H.S. (GA)
2018,40,Amy Dilk,5,Michigan,PG,5-9,Carmel H.S. (IN)
2018,41,Kayana Traylor,5,Purdue,PG,5-9,Martinsville H.S. (IN)
2018,42,Nia Clouden,5,Michigan State,PG,5-8,St. Frances Academy (MD)
2018,43,Rae Burrell,5,Tennessee,W,6-1,Foothill H.S. (NV)
2018,44,Grace Berger,5,Indiana,G,5-11,Sacred Heart Academy (KY)
2018,45,Daphane White,5,Mississippi State,P,6-5,Saint Martin H.S. (MS)
2018,46,Jessika Carter,5,Mississippi State,P,6-3,Harris County H.S. (GA)
2018,47,Victaria Saxton,5,South Carolina,F,6-1,Model H.S. (GA)
2018,48,Brinae Alexander,5,Vanderbilt,G,5-9,Riverdale H.S. (TN)
2018,49,Amira Collins,5,Tennessee,P,6-3,Paul VI H.S. (VA)
2018,50,Camilla Emsbo,5,Yale,F,6-4,Lakewood H.S. (CO)
2018,51,Kourtney Weber,5,Florida State,G,5-10,Ursuline Academy (LA)
2018,52,Semaj Smith,5,Arizona,P,6-5,St. Anthony H.S. (CA)
2018,53,Stephanie Soares,5,None,P,6-6,Home School (TX)
2018,54,Xaria Wiggins,4,Mississippi State,W,6-1,Princess Anne H.S. (VA)
2018,55,Elissa Cunane,4,NC State,P,6-5,Northern Guilford H.S. (NC)
2018,56,Joanne Allen-Taylor,4,Texas,G,5-8,Cypress Falls H.S. (TX)
2018,57,Karisma Ortiz,4,Penn State,G,6-0,Archbishop Mitty H.S. (CA)
2018,58,Naz Hillmon,4,Michigan,P,6-2,Gilmour Academy (OH)
2018,59,Jillian Archer,4,USC,F,6-2,Bishop Alemany H.S. (CA)
2018,60,Brooklyn Mitchell,4,Kansas,PG,5-7,Ursuline Academy (LA)
2018,61,Taylor Chavez,4,Oregon,PG,5-10,Valley Vista H.S. (AZ)
2018,62,Janai Crooms,4,Ohio State,G,5-10,St. Andrew's School (RI)
2018,63,Valencia Myers,4,Florida State,P,6-3,Solon H.S. (OH)
2018,64,Mercedes Staples,4,Minnesota,PG,5-10,Viewmont H.S. (UT)
2018,65,Taya Hanson,4,Arizona State,G,5-10,The RISE Centre Academy (CAN)
2018,66,Morgan Jones,4,Florida State,G,6-2,Our Lady Of Mercy H.S. (GA)
2018,67,Akira Levy,4,Missouri,PG,5-7,Upperman H.S. (TN)
2018,68,Danielle Cosgrove,4,Notre Dame,P,6-3,Sachem H.S. East (NY)
2018,69,Ashtyn Veerbeek,4,Nebraska,F,6-2,Western Christian H.S. (IA)
2018,70,Blair Green,4,Kentucky,W,6-0,Harlan H.S. (KY)
2018,71,Desiree Caldwell,4,USC,PG,5-6,Byron P. Steele II H.S. (TX)
2018,72,Jade Loville,4,Boise State,G,6-0,Skyline H.S. (WA)
2018,73,Abby Prohaska,4,Notre Dame,G,5-10,Lakota West H.S. (OH)
2018,74,Yo'myris Morris,4,TCU,F,6-1,North Little Rock H.S. (AR)
2018,75,Alexis Koudelka,4,Illinois State,P,6-1,Nevada H.S. (IA)
2018,76,Kari Niblack,4,West Virginia,F,6-1,Wildwood H.S. (FL)
2018,77,Onome Akinbode-James,4,Duke,F,6-3,Blair Academy (NJ)
2018,78,Emily Kiser,4,Michigan,F,6-2,Noblesville H.S. (IN)
2018,79,Kylee Griffen,4,Gonzaga,W,6-1,Lake Stevens H.S. (WA)
2018,80,Gabriella Crawford,4,Ole Miss,F,6-0,Munford H.S. (TN)
2018,81,Mckenzie Blazek,4,Illinois,F,6-2,Whiteland Community H.S. (IN)
2018,82,Justice Ethridge,4,UNLV,G,5-8,Centennial H.S. (NV)
2018,83,Shanniah Wright,4,Georgetown,F,6-1,Poly Prep Country Day School (NY)
2018,84,Rayah Craig,4,Duke,PG,5-10,Desert Mountain H.S. (AZ)
2018,85,Melody Kempton,4,Gonzaga,F,6-1,Post Falls H.S. (ID)
2018,86,Lindsey VanAllen,4,Santa Clara,G,5-8,Mesquite H.S. (AZ)
2018,87,Sydney Wood,4,Northwestern,G,5-10,St. John's College H.S. (DC)
2018,88,Shaniya Jones,4,Virginia Tech,PG,5-6,Wesleyan Christian Academy (NC)
2018,89,Ariel Johnson,4,Florida,G,5-7,Saint Mary's H.S. (CA)
2018,90,Ciaja Harbison,4,Saint Louis,PG,5-6,Louisville Male H.S. (KY)
2018,91,Kadajah Bailey,4,St. John's,W,6-1,St. Mary's H.S. (NY)
2018,92,Ariel Young,4,Michigan,G,6-0,Lincoln H.S. (FL)
2018,93,Iyanla Kitchens,4,Ole Miss,P,6-2,Arabia Mountain H.S. (GA)
2018,94,Jayla Everett,4,New Mexico,G,5-11,Kirkwood H.S. (MO)
2018,95,Diamond Battles,4,UCF,PG,5-8,Winter Haven H.S. (FL)
2018,96,Jahsyni Knight,4,Pittsburgh,PG,5-8,Rutgers Prep H.S. (NJ)
2018,97,Rokia Doumbia,4,Arkansas,PG,5-8,IMG Academy (FL)
